Item ID,Sentiment,SentimentText,Recommended complaint category,cleaned_text,final_text,word_count
664,4,@RailMinIndia Sir we waiting 4 train 12584.It time is 2PM but it is 1 hour late n still no delay on enquiry .Kindly look into it,Delay / Running Status,railminindia sir we waiting train it time is pm but it is hour late n still no delay on enquiry kindly look into it,railminindia sir waiting train time pm hour late n still delay enquiry kindly look,14
665,6,@drmncrald @GMNCR1 @rudrakumathakur @RailSamachar @RailMinIndia @PMOIndia @narendramodi @PMOffice_India… https://t.co/Z8FOLm3QmX,Irrelevant & Noise,drmncrald gmncr rudrakumathakur railsamachar railminindia pmoindia narendramodi pmofficeindia,drmncrald gmncr rudrakumathakur railsamachar railminindia pmoindia narendramodi pmofficeindia,8
666,5,@RailMinIndia one day railway official plz try to booking for tatkal tickets then u will understand that all tickets are booked by counter.,Ticketing & Reservation,railminindia one day railway official plz try to booking for tatkal tickets then u will understand that all tickets are booked by counter,railminindia one day railway official plz try booking tatkal tickets u understand tickets booked counter,15
667,4,RT @KARailway: Provide 1min stoppage for Karnataka Sampark Kranthi at #Haveri @DrmMys @GMSWR @RailMinIndia @PiyushGoyalOffc…,Delay / Running Status,rt karailway provide min stoppage for karnataka sampark kranthi at haveri drmmys gmswr railminindia piyushgoyaloffc,rt karailway provide min stoppage karnataka sampark kranthi haveri drmmys gmswr railminindia piyushgoyaloffc,13
668,5,@RailMinIndia PNR no 2816590786 &amp; 2815712288  one  S5 35 allotted  for two persons  kindly help,Ticketing & Reservation,railminindia pnr no amp one s allotted for two persons kindly help,railminindia pnr amp one allotted two persons kindly help,9
669,0,@sureshpprabhu @RailMinIndia This is Boisar station when I was there last week. Clean platform and tracks. https://t.co/rI8cYCcFqA,Cleanliness & Facilities,sureshpprabhu railminindia this is boisar station when i was there last week clean platform and tracks,sureshpprabhu railminindia boisar station last week clean platform tracks,9
670,0,@sureshpprabhu @RailMinIndia Coach-G16 12878 the condition of bathroom and coach is disappointing.. No water in bathroom.. Pnr - 276-1985743,Cleanliness & Facilities,sureshpprabhu railminindia coachg the condition of bathroom and coach is disappointing no water in bathroom pnr,sureshpprabhu railminindia coachg condition bathroom coach disappointing water bathroom pnr,10
671,3,@RailMinIndia what is the price of water bottle in train?,Food & Catering,railminindia what is the price of water bottle in train,railminindia price water bottle train,5
672,5,@RailMinIndia @sureshpprabhu sir today I tried tatkal booking @ 10:58 the server not allowing me to login horrible exp hope u do d needful,Ticketing & Reservation,railminindia sureshpprabhu sir today i tried tatkal booking the server not allowing me to login horrible exp hope u do d needful,railminindia sureshpprabhu sir today tried tatkal booking server allowing login horrible exp hope u needful,15
673,0,"@sureshpprabhu @RailMinIndia @drmjabalpur Sir, there is no water in coaches S-2,S-3 of train no. 12167.Train at Jabalpur.Kindly refill water",Cleanliness & Facilities,sureshpprabhu railminindia drmjabalpur sir there is no water in coaches ss of train no train at jabalpurkindly refill water,sureshpprabhu railminindia drmjabalpur sir water coaches ss train train jabalpurkindly refill water,12
674,4,@RailMinIndia train no 12554 is also 2 hours late but on gonda station my train hold &amp; wait for 12554 after coming &amp; pass this train.,Delay / Running Status,railminindia train no is also hours late but on gonda station my train hold amp wait for after coming amp pass this train,railminindia train also hours late gonda station train hold amp wait coming amp pass train,15
675,1,@RailMinIndia sir I have lodged complaint no W/NR/LKO/000131407 DT 06/06/2016None has replied..... Kindly intervene,Safety & Security,railminindia sir i have lodged complaint no wnrlko dt none has replied kindly intervene,railminindia sir lodged complaint wnrlko dt none replied kindly intervene,10
676,6,"RT @RailMinIndia: All commodities have registered robust growth with steel at 16%, cement 10%, containers 13%, iron ore 5% and coal 2… ",Irrelevant & Noise,rt railminindia all commodities have registered robust growth with steel at cement containers iron ore and coal,rt railminindia commodities registered robust growth steel cement containers iron ore coal,12
677,5,@RailMinIndia tatkal agents @nagpurrailwaystation https://t.co/qXwmxHRYhg,Ticketing & Reservation,railminindia tatkal agents nagpurrailwaystation,railminindia tatkal agents nagpurrailwaystation,4
678,0,"@RailMinIndia  PNR 2219054565 coach is so dirty , no cleaning facility Evn dustbin is  full .  inconvenience caused.",Cleanliness & Facilities,railminindia pnr coach is so dirty no cleaning facility evn dustbin is full inconvenience caused,railminindia pnr coach dirty cleaning facility evn dustbin full inconvenience caused,11
679,5,"@RailMinIndia Seeking clarification. If I book tickt frm statn A to B with boarding statn as X, TT will not cancel my ticket till station X?",Ticketing & Reservation,railminindia seeking clarification if i book tickt frm statn a to b with boarding statn as x tt will not cancel my ticket till station x,railminindia seeking clarification book tickt frm statn b boarding statn x tt cancel ticket till station x,17
680,0,"@sureshpprabhu @RailMinIndia @PMOIndia  no one can sit anywhere, as there is water from every where inside compartment.",Cleanliness & Facilities,sureshpprabhu railminindia pmoindia no one can sit anywhere as there is water from every where inside compartment,sureshpprabhu railminindia pmoindia one sit anywhere water every inside compartment,10
681,6,@manojsinhabjp https://t.co/7qbVSFwgdF,Irrelevant & Noise,manojsinhabjp,manojsinhabjp,1
682,5,@RailMinIndia Sir this one is the detail...... https://t.co/AQJ6C3qg9g,Ticketing & Reservation,railminindia sir this one is the detail,railminindia sir one detail,4
683,5,@RailMinIndia Now Iam forced to travel to BZA to track the same as NDLS refused for any help. This is a horrible situation.,Ticketing & Reservation,railminindia now iam forced to travel to bza to track the same as ndls refused for any help this is a horrible situation,railminindia iam forced travel bza track ndls refused help horrible situation,11
684,0,"@RailMinIndia PNR:2647285212,TRAIN:22471Railway says that they provide free wifi in this train.  But wifi is not working in my coach.",Cleanliness & Facilities,railminindia pnrtrainrailway says that they provide free wifi in this train but wifi is not working in my coach,railminindia pnrtrainrailway says provide free wifi train wifi working coach,10
685,6,@sureshpprabhu @RailMinIndia what's the point of paying dynamic prices when u can't run a train on time #SuvidhaExp,Irrelevant & Noise,sureshpprabhu railminindia whats the point of paying dynamic prices when u cant run a train on time suvidhaexp,sureshpprabhu railminindia whats point paying dynamic prices u cant run train time suvidhaexp,13
686,3,@sureshpprabhu @RailMinIndia catering team is even not selling railway water...selling water of different cmpny without sealed pack...,Food & Catering,sureshpprabhu railminindia catering team is even not selling railway waterselling water of different cmpny without sealed pack,sureshpprabhu railminindia catering team even selling railway waterselling water different cmpny without sealed pack,14
687,3,"@sureshpprabhu @RailMinIndia delhi amritsar shatabdi 12031 horrable food ,attendent has not been even bring the complain book to raise issue",Food & Catering,sureshpprabhu railminindia delhi amritsar shatabdi horrable food attendent has not been even bring the complain book to raise issue,sureshpprabhu railminindia delhi amritsar shatabdi horrable food attendent even bring complain book raise issue,14
688,5,@sureshpprabhu @RailMinIndia will also help in detecting frauds and black marketing of all sorts of tickets hope you would like the idea,Ticketing & Reservation,sureshpprabhu railminindia will also help in detecting frauds and black marketing of all sorts of tickets hope you would like the idea,sureshpprabhu railminindia also help detecting frauds black marketing sorts tickets hope would like idea,14
689,7,@drmlko25 @RailMinIndia @RailwayNorthern Kindly send anyone railway staff to attend 14203,Customer Support Response,drmlko railminindia railwaynorthern kindly send anyone railway staff to attend,drmlko railminindia railwaynorthern kindly send anyone railway staff attend,9
690,5,@sureshpprabhu @Central_Railway @RailMinIndia  I have been following up for refund for 3 weeks but no response.PNR number 4737606454.,Ticketing & Reservation,sureshpprabhu centralrailway railminindia i have been following up for refund for weeks but no responsepnr number,sureshpprabhu centralrailway railminindia following refund weeks responsepnr number,8
691,1,@RailMinIndia @BannaDipaksa @drmadiwr Send some police officer for this any immediate take action on this,Safety & Security,railminindia bannadipaksa drmadiwr send some police officer for this any immediate take action on this,railminindia bannadipaksa drmadiwr send police officer immediate take action,9
692,5,"Please take up my case too, I just cant keep calling on the IRCTC number that doesn't get connected @irctcwestzone @IRCTC_Ltd @RailMinIndia",Ticketing & Reservation,please take up my case too i just cant keep calling on the irctc number that doesnt get connected irctcwestzone irctcltd railminindia,please take case cant keep calling irctc number doesnt get connected irctcwestzone irctcltd railminindia,14
693,0,@sureshpprabhu  Sorry to say bitter true that there is no ?????? ???? ?????? at Patna Jn. Still dirty platform n rail tracks. @RailMinIndia,Cleanliness & Facilities,sureshpprabhu sorry to say bitter true that there is no at patna jn still dirty platform n rail tracks railminindia,sureshpprabhu sorry say bitter true patna jn still dirty platform n rail tracks railminindia,14
694,7,"@Uttambanerjee10  Kindly share PNR number, issue forwarded to concerned officials @ed_eeg @Drmnfr_lmg @Drmvijayawada",Customer Support Response,uttambanerjee kindly share pnr number issue forwarded to concerned officials edeeg drmnfrlmg drmvijayawada,uttambanerjee kindly share pnr number issue forwarded concerned officials edeeg drmnfrlmg drmvijayawada,12
695,3,@sureshpprabhu  @RailMinIndia Namaste sirWhy you not make accountable caterers for proper stacking of food plate https://t.co/wHMrLEhrjs,Food & Catering,sureshpprabhu railminindia namaste sirwhy you not make accountable caterers for proper stacking of food plate,sureshpprabhu railminindia namaste sirwhy make accountable caterers proper stacking food plate,11
696,1,"@RailMinIndia @alfapebltd Sir, u r brother could not be traced despite best efforts. Pl. lodge missing report with GRP/Varansi.",Safety & Security,railminindia alfapebltd sir u r brother could not be traced despite best efforts pl lodge missing report with grpvaransi,railminindia alfapebltd sir u r brother could traced despite best efforts pl lodge missing report grpvaransi,16
697,5,@sureshpprabhu @RailMinIndia railway is going fast but still the tatkal ticket booking at irctc site is like running at tortoise speed,Ticketing & Reservation,sureshpprabhu railminindia railway is going fast but still the tatkal ticket booking at irctc site is like running at tortoise speed,sureshpprabhu railminindia railway going fast still tatkal ticket booking irctc site like running tortoise speed,15
698,0,"@RailMinIndia only one charging point among six passengers in AC2nd Train No 12321, PNR 6655497313",Cleanliness & Facilities,railminindia only one charging point among six passengers in acnd train no pnr,railminindia one charging point among six passengers acnd train pnr,10
